author	title	type	collection	year	_merge	category
"[{:family=>""Stock"", :given=>""James H.""}, {:family=>""Watson"", :given=>""Mark W.""}]"	Has the Business Cycle Changed and Why?’	chapter	Mimeograph	2002-08	both	Required
"[{:family=>""Blanchard"", :given=>""Olivier""}, {:family=>""Simon"", :given=>""John""}]"	The Long and Large Decline in U.S. Output Volatility	article-journal	Brookings Papers on Economic Activity	2001	both	Optional
"[{:family=>""Ahmed"", :given=>""Shaghil""}, {:family=>""Levin"", :given=>""Andrew T.""}, {:family=>""Wilson"", :given=>""Beth Anne""}]"	Recent U.S. Macroeconomic Stability: Good Policies	article-journal	Review of Economics and Statistics	2004	both	Optional
"[{:family=>""Canova"", :given=>""Fabio""}, {:family=>""Gambetti"", :given=>""Luca""}]"	Structural Changes in the U.S. Economy: Bad Luck or Bad Policy?’	article-journal	Centre for Economic Policy Research Discussion Paper	2006-01	both	Optional
"[{:family=>""Galí"", :given=>""Jordi""}, {:family=>""Gambetti"", :given=>""L.""}]"	On the Sources of the Great Moderation			2007-06	both	Optional
"[{:family=>""Stiroh"", :given=>""Kevin J.""}]"	Volatility Accounting: A Production Perspective on Increased Economic Stability	article-journal	Federal Reserve Bank of New York Staff Report	2006-04	both	Optional
"[{:family=>""Comin"", :given=>""Diego""}, {:family=>""Philippon"", :given=>""Thomas""}]"	The Rise in Firm-Level Volatility; Causes and Consequences.” (with comments by Acemoglu	article-journal	National Bureau of Economic Research Macroeconomics Annual	2005	both	Optional
"[{:family=>""Davis"", :given=>""Steven J.""}, {:family=>""Haltiwanger"", :given=>""John""}, {:family=>""Jarmin"", :given=>""Ron""}, {:family=>""Miranda"", :given=>""Javier""}]"	Volatility and Dispersion in Business Growth Rates; Publicly Traded Versus Privately Held Firms	article-journal	National Bureau of Economic Research Working Paper	2006-06	both	Optional
"[{:family=>""Jaimovich"", :given=>""Nir""}, {:family=>""Siu"", :given=>""Henry E.""}]"	The Young	article-journal	Demographics and Business Cycle Volatility.” Mimeograph		both	Optional
"[{:given=>""O.E.C.D.""}]"	OECD Employment Outlook 2006: Boosting Jobs and Incomes			2006	both	Required
"[{:family=>""Blanchard"", :given=>""Olivier""}]"	European Unemployment: The Evolution of Facts and Ideas	article-journal	Economic Policy	2006-01	both	Required
"[{:family=>""Steven"", :given=>""Davis""}, {:family=>""Haltiwanger"", :given=>""John""}, {:family=>""Schuh"", :given=>""Scott""}]"	Job Creation and Destruction			1998	both	Required
"[{:family=>""Bartelsman"", :given=>""E.""}, {:family=>""Haltiwanger"", :given=>""J.""}, {:family=>""Scarpetta"", :given=>""S.""}]"	Microeconomic Evidence of Creative Destruction in Industrial and Developing Countries				both	Optional
"[{:family=>""Lee"", :given=>""Ohanian""}, {:family=>""Raffo"", :given=>""Andrea""}, {:family=>""Rogerson"", :given=>""Richard""}]"	Long Term Changes in Labor Supply and Taxes. Evidence from OECD Countries	article-journal	National Bureau of Economic Research Working Paper	2006-12	both	Optional
"[{:family=>""Pissarides"", :given=>""Christopher A.""}]"	Equilibrium Unemployment Theory			2000	both	Required
"[{:family=>""Caballero"", :given=>""Ricardo J.""}]"	Specificity and the Macroeconomics of Restructuring			2007	both	Required
"[{:family=>""Blanchard"", :given=>""Olivier""}, {:family=>""Diamond"", :given=>""Peter""}]"	The Beveridge Curve	article-journal	Brookings Papers on Economic Activity	1989	both	Required
"[{:family=>""Acemoglu"", :given=>""K.Daron""}]"	Lecture Notes for 14.461			2005	both	Optional
"[{:family=>""Shimer"", :given=>""Robert""}]"	Lecture notes for a course on “Labor Markets and Macroeconomics				both	Optional
"[{:family=>""Fahr"", :given=>""René""}, {:family=>""Sunde"", :given=>""Uwe""}]"	Did the Hartz Reforms Speed Up Job Creation? A Macro-evaluation Using Empirical Matching Functions	article-journal	IZA Discussion Paper	2006-11	both	Optional
"[{:family=>""Haltiwanger"", :given=>""John""}, {:family=>""Scarpetta"", :given=>""Stephano""}, {:family=>""Schweiger"", :given=>""Helena""}]"	Assessing Job Flows Across Countries; The Role of Industry	article-journal	World Bank Policy Research Working Paper	2006-11	both	Required
"[{:family=>""Lazear"", :given=>""Edward P.""}, {:family=>""Hall"", :given=>""Robert E.""}]"	The Excess Sensitivity of Layoffs and Quits to Demand	article-journal	Journal of Labor Economics	1984-04	both	Optional
"[{:family=>""Bertola"", :given=>""Giuseppe""}, {:family=>""Rogerson"", :given=>""Richard""}]"	Institutions and Labor Reallocation	article-journal	European Economic Review	1997-06	both	Optional
"[{:family=>""Gielen"", :given=>""Anne C.""}, {:family=>""Ours"", :given=>""Jan C."", :particle=>""van""}]"	Why Do Worker-Firm Matches Dissolve?’	article-journal	Centre for Economic Policy Research Discussion Paper	2006-07	both	Optional
"[{:family=>""Blanchard"", :given=>""Olivier""}, {:family=>""Portugal"", :given=>""Pedro""}]"	What Hides Behind an Unemployment Rate: Comparing Portuguese and U.S	article-journal	Labor Markets.” American Economic Review	2001-03	both	Optional
"[{:family=>""Pierre"", :given=>""Gaëlle""}, {:family=>""Scarpetta"", :given=>""Stefano""}]"	Employment Regulations Through the Eyes of Employers; Do They Matter and How do Firms Respond to Them?	chapter	IZA Discussion Paper 1424	2004-12	both	Optional
"[{:family=>""Olivier"", :given=>""L.’Haridon""}, {:family=>""Malherbet"", :given=>""Franck""}]"	Employment Protection Reform in Search Economies	article-journal	IZA Discussion Paper	2006-09	both	Optional
"[{:family=>""Autor"", :given=>""David H.""}, {:family=>""Kerr"", :given=>""William R.""}, {:family=>""Kluger"", :given=>""Adriana D.""}]"	Do Employment Protections Reduce Productivity? Evidence from U.S. States	article-journal	National Bureau of Economic Research Working Paper	2007-01	both	Optional
"[{:family=>""Alesina"", :given=>""Alberto""}, {:family=>""Zeira"", :given=>""Joseph""}]"	Technology and Labor Regulations	article-journal	National Bureau of Economic Research Working Paper	2006-10	both	Optional
"[{:family=>""Blanchard"", :given=>""Olivier""}, {:family=>""Philippon"", :given=>""Thomas""}]"	The Quality of Labor Relations and Unemployment	chapter	Massachusetts Institute of Technology Department of Economics Working Paper 04-25	2006-11	both	Optional
"[{:family=>""Algan"", :given=>""Yann""}, {:family=>""Cahuc"", :given=>""Pierre""}]"	The Roots of Low European Unemployment: Family Culture?	chapter	IZA Discussion Paper 1683	2005-07	both	Optional
"[{:family=>""Shimer"", :given=>""Robert""}]"	The Cyclical Behavior of Equilibrium Unemployment and Vacancies	article-journal	American Economic Review	2005	both	Required
"[{:family=>""Hall"", :given=>""Robert E.""}]"	Employment Fluctuations with Equilibrium Wage Stickiness	article-journal	American Economic Review	2005	both	Required
"[{:family=>""Blanchard"", :given=>""Olivier J.""}, {:family=>""Galí"", :given=>""Jordi""}]"	A New-Keynesian Model with Unemployment	article-journal	MIT Department of Economics Working Paper	2006-07	both	Required
"[{:family=>""Blanchard"", :given=>""Olivier J.""}, {:family=>""Diamond"", :given=>""Peter""}]"	The Cyclical Behavior of the Gross Flows of U.S. Workers	article-journal	Brookings Papers on Economic Activity	1990	both	Optional
"[{:family=>""Davis"", :given=>""Steven J.""}, {:family=>""Faverman"", :given=>""R.Jason""}, {:family=>""Haltiwanger"", :given=>""John""}]"	The Flow Approach to Labor Markets; New Data Sources and Micro-macro Links	article-journal	National Bureau of Economic Research Working Paper	2006-04	both	Optional
"[{:family=>""Merz"", :given=>""Monika""}]"	Search in the Labor Market and the Real Business Cycle	article-journal	Journal of Monetary Economics	1995	both	Optional
"[{:family=>""Gertler"", :given=>""Mark""}, {:family=>""Trigari"", :given=>""Antonella""}]"	Unemployment Fluctuations with Staggered Nash Wage Bargaining	article-journal	National Bureau of Economic Research Working Paper	2006-08	both	Optional
"[{:family=>""Pissarides"", :given=>""Christopher""}, {:family=>""Vallanti"", :given=>""Giovanna""}]"	The Impact of TFP Growth on Steady-state Unemployment	article-journal	Centre for Economic Policy Research Discussion Paper	2005-04	both	Optional
"[{:family=>""Pissarides"", :given=>""Christopher A.""}]"	Unemployment and Hours of Work: The North Atlantic Divide Revisited	article-journal	International Economic Review	2007-02	both	Optional
"[{:family=>""Gordon"", :given=>""R.""}, {:family=>""Dew-Becker"", :given=>""I.""}]"	Europe’s Productivity Growth Slumps But Employment Growth Surges; Chicken and Egg?’				both	Optional
"[{:family=>""Ireland"", :given=>""P.""}]"	Technology Shocks in the New Keynesian Model	article-journal	Review of Economics and Statistics	2004-11	both	Required
"[{:family=>""Christiano"", :given=>""Lawrence""}, {:family=>""Eichenbaum"", :given=>""Martin""}, {:family=>""Evans"", :given=>""Charles""}]"	Nominal Rigidities and the Dynamic Effects of Shocks to Monetary Policy	article-journal	Journal of Political Economy	2005-02	both	Required
"[{:family=>""Taylor"", :given=>""John B.""}]"	Macroeconomic Policy in a World Economy			1994	both	Optional
"[{:family=>""Smets"", :given=>""Frank""}, {:family=>""Wouters"", :given=>""Raf""}]"	An Estimated Dynamic Stochastic General Equilibrium Model of the Euro Area	article-journal	Journal of the European Economic Association	2003	both	Optional
"[{:family=>""Gertler"", :given=>""Mark""}, {:family=>""Trigari"", :given=>""Antonella""}]"	An Estimated Monetary DSGE Model with Unemployment and Staggered Nominal Wage Setting				both	Optional
"[{:family=>""Del Negro"", :given=>""M.""}, {:family=>""Schorfheide"", :given=>""F.""}, {:family=>""Smets"", :given=>""F.""}, {:family=>""Wouters"", :given=>""R.""}]"	On the Fit and Forecasting Performance of New Keynesian Models	article-journal	European Central Bank	2005-06	both	Optional
"[{:family=>""Canova"", :given=>""Fabio""}, {:family=>""Sala"", :given=>""Luca""}]"	Back to Square One: Identification Issues in DSGE Models	chapter	Mimeograph	2006-09	both	Optional
"[{:family=>""Beaudry"", :given=>""P.""}, {:family=>""Portier"", :given=>""F.""}]"	Stock Prices	article-journal	National Bureau of Economic Research Working Paper	2004-03	both	Required
"[{:family=>""Lorenzoni"", :given=>""G.""}]"	A Theory of Demand Shocks	chapter	Mimeograph	2006-11	both	Required
"[{:family=>""Franco"", :given=>""F.""}, {:family=>""Philippon"", :given=>""T.""}]"	Firms and Aggregate Dynamics				both	Optional
"[{:family=>""Beaudry"", :given=>""P.""}, {:family=>""Portier"", :given=>""F.""}]"	The ‘News’ View of Economic Fluctuations; Evidence from Aggregate Japanese Data and Sectoral U.S	article-journal	Data.” National Bureau of Economic Research Working Paper	2005-06	both	Optional
"[{:family=>""Barsky"", :given=>""R.""}, {:family=>""Sims"", :given=>""E.""}]"	Information Shocks	book		2006-06	both	Optional
"[{:family=>""Christiano"", :given=>""L.""}, {:family=>""Motto"", :given=>""R.""}, {:family=>""Rostagno"", :given=>""M.""}]"	Monetary Policy and Stock Market Boom-Bust Cycles	article-journal	Mimeograph	2006-11	both	Optional
"[{:family=>""Jaimovich"", :given=>""J.""}, {:family=>""Rebelo"", :given=>""S.""}]"	Can News the Future Drive the Business Cycle?	article-journal	Centre for Economic Policy Research Discussion Paper Series	2006-10	both	Optional
"[{:family=>""Kiyotaki"", :given=>""Nobuhiro""}, {:family=>""Moore"", :given=>""John""}]"	Credit Cycles	article-journal	Journal of Political Economy	1997	both	Required
"[{:family=>""Tirole"", :given=>""Jean""}]"	The Theory of Corporate Finance			2005	both	Required
"[{:family=>""Clementi"", :given=>""Gian Luca""}, {:family=>""Hopenhayn"", :given=>""Hugo A.""}]"	A Theory of Financing Constraints and Firm Dynamics	article-journal	Quarterly Journal of Economics	2006	both	Required
"[{:family=>""Dow"", :given=>""James""}, {:family=>""Gorton"", :given=>""Gary""}, {:family=>""Krishnamurthy"", :given=>""Arvind""}]"	Equilibrium Investment and Asset Prices under Imperfect Corporate Control	article-journal	American Economic Review	2005	both	Required
"[{:family=>""Bernanke"", :given=>""Ben""}, {:family=>""Gertler"", :given=>""Mark""}, {:family=>""Gilchrist"", :given=>""Simon""}]"	The Financial Accelerator in a Quantitative Business Cycle Framework	chapter	Chapter 21 in Handbook of Macroeconomics	1999	both	Optional
"[{:family=>""Carlstrom"", :given=>""Charles T.""}, {:family=>""Fuerst"", :given=>""Timothy S.""}]"	Agency Costs	article-journal	American Economic Review	1997	both	Optional
"[{:family=>""Holmstrom"", :given=>""Bengt""}, {:family=>""Tirole"", :given=>""Jean""}]"	Financial Intermediation	article-journal	Quarterly Journal of Economics	1997	both	Optional
"[{:family=>""Cooley"", :given=>""Thomas""}, {:family=>""Marimon"", :given=>""Ramon""}, {:family=>""Quadrini"", :given=>""Vincenzo""}]"	Aggregate Consequences of Limited Contract Enforceability	article-journal	Journal of Political Economy	2004	both	Optional
"[{:family=>""DeMarzo"", :given=>""Peter M.""}, {:family=>""Fishman"", :given=>""Michael J.""}]"	Optimal Long-Term Financial Contracting with Privately Observed Cash Flows			2004	both	Optional
"[{:family=>""Abel"", :given=>""Andrew B.""}, {:family=>""Eberly"", :given=>""Janice C.""}]"	Q Theory without Adjustment Costs & Cash Flow Effects without Financing Constraints	article-journal	Society for Economic Dynamics	2004	both	Required
"[{:family=>""Lorenzoni"", :given=>""Guido""}, {:family=>""Walentin"", :given=>""Karl""}]"	Financial Frictions	chapter	MIT Department of Economics Working Paper No. 07-16	2007-04	both	Required
"[{:family=>""Gilchrist"", :given=>""Simon""}, {:family=>""Himmelberg"", :given=>""Charles P.""}, {:family=>""Huberman"", :given=>""Gur""}]"	Do Stock Price Bubbles Influence Corporate Investment?	article-journal	Journal of Monetary Economics	2005	both	Required
"[{:family=>""Chirinko"", :given=>""Robert S.""}, {:family=>""Schaller"", :given=>""Huntley""}]"	Business Fixed Investment and “Bubbles”: The Japanese Case	article-journal	American Economic Review	2001	both	Required
"[{:family=>""Angeletos"", :given=>""George-Marios""}, {:family=>""Lorenzoni"", :given=>""Guido""}, {:family=>""Pavan"", :given=>""Alessandro""}]"	Beauty Contests: Micro-foundations and Policy Implications			2007	both	Required
"[{:family=>""Hayashi"", :given=>""Fumio""}]"	Tobin’s Marginal q and Average q: A Neoclassical Interpretation	article-journal	Econometrica	1982	both	Optional
"[{:family=>""Fazzari"", :given=>""Steven M.""}, {:family=>""Hubbard"", :given=>""R.Glenn""}, {:family=>""Petersen"", :given=>""Bruce C.""}]"	Financing Constraints and Corporate Investment	article-journal	Brookings Papers on Economic Activity	1988	both	Optional
"[{:family=>""Gomes"", :given=>""Joao F.""}]"	Financing Investment	article-journal	American Economic Review	2001	both	Optional
"[{:family=>""Cooper"", :given=>""Russell""}, {:family=>""Ejarque"", :given=>""João""}]"	Financial Frictions and Investment: Requiem in Q	article-journal	Review of Economic Dynamics	2003	both	Optional
"[{:family=>""Jovanovic"", :given=>""Boyan""}, {:family=>""Rousseau"", :given=>""Peter L.""}]"	The Q-Theory of Mergers	article-journal	American Economic Review	2002	both	Optional
"[{:family=>""Panageas"", :given=>""Stavros""}]"	The Neoclassical Theory of Investment in Speculative Markets	book		2005-04	both	Optional
"[{:family=>""Farhi"", :given=>""Emmanuel""}, {:family=>""Panageas"", :given=>""Stavros""}]"	The Real Effects of Stock Market Mispricing at the Aggregate: Theory and Empirical Evidence				both	Optional
"[{:family=>""Blanchard"", :given=>""Olivier""}, {:family=>""Rhee"", :given=>""Changyong""}]"	The Stock Market	article-journal	Quarterly Journal of Economics	1993	both	Optional
"[{:family=>""Morck"", :given=>""Randall""}, {:family=>""Shleifer"", :given=>""Andrei""}, {:family=>""Vishny"", :given=>""Robert W.""}]"	The Stock Market and Investment: Is the Market a Sideshow?	article-journal	Brookings Papers on Economic Activity	1990	both	Optional
"[{:family=>""Bond"", :given=>""Stephen""}, {:family=>""Cummins"", :given=>""Jason""}]"	Noisy Share Prices and the Q Model of Investment	book		2001	both	Optional
"[{:family=>""Baker"", :given=>""Malcolm""}, {:family=>""Stein"", :given=>""Jeremy C.""}, {:family=>""Wurgler"", :given=>""Jeffrey""}]"	When Does the Market Matter? Stock Prices and the Investment of Equity-Dependent Firms	article-journal	The Quarterly Journal of Economics	2003	both	Optional
"[{:family=>""Bernanke"", :given=>""Ben""}, {:family=>""Gertler"", :given=>""Mark""}]"	Monetary Policy and Asset Price Volatility	article-journal	National Bureau of Economic Research Working Paper	2000-02	both	Optional
"[{:family=>""Bordo"", :given=>""Michael D.""}, {:family=>""Jeanne"", :given=>""Olivier""}]"	Boom-Busts in Asset Prices	article-journal	National Bureau of Economic Research Working Paper	2002-05	both	Optional
"[{:family=>""Diamond"", :given=>""Douglas W.""}, {:family=>""Dybvig"", :given=>""Philip H.""}]"	Bank Runs	article-journal	Journal of Political Economy	1983	both	Required
"[{:family=>""Holmström"", :given=>""Bengt""}, {:family=>""Tirole"", :given=>""Jean""}]"	Private and Public Supply of Liquidity	article-journal	Journal of Political Economy	1998	both	Required
"[{:family=>""Scheinkman"", :given=>""Jose A.""}, {:family=>""Weiss"", :given=>""Laurence""}]"	Borrowing Constraints and Aggregate Economic Activity	article-journal	Econometrica	1986	both	Required
"[{:family=>""Guerrieri"", :given=>""Veronica""}, {:family=>""Lorenzoni"", :given=>""Guido""}]"	Liquidity and Spending Dynamics	book		2007	both	Required
"[{:family=>""Gorton"", :given=>""Gary""}, {:family=>""Huang"", :given=>""Lixin""}]"	Liquidity	article-journal	American Economic Review	2004	both	Required
"[{:family=>""Lorenzoni"", :given=>""Guido""}]"	Inefficient Credit Booms	book		2007-02	both	Required
"[{:family=>""Shleifer"", :given=>""Andrei""}, {:family=>""Vishny"", :given=>""Robert W.""}]"	Liquidation Values and Debt Capacity: A Market Equilibrium Approach	article-journal	The Journal of Finance	1992	both	Optional
"[{:family=>""Caballero"", :given=>""Ricardo J.""}, {:family=>""Krishnamurthy"", :given=>""Arvind""}]"	International and Domestic Collateral Constraints in a Model of Emerging Market Crises	article-journal	Journal of Monetary Economics	2001	both	Optional
"[{:family=>""Eisfeldt"", :given=>""Andrea L.""}, {:family=>""Rampini"", :given=>""Adriano A.""}]"	Capital Reallocation and Liquidity	article-journal	Journal of Monetary Economics	2006	both	Optional
"[{:family=>""Acemoglu"", :given=>""K.Daron""}, {:family=>""Shimer"", :given=>""Robert""}]"	Holdups and Efficiency with Search Frictions	article-journal	International Economic Review	1999-11	right_only	Optional
"[{:family=>""Dupor"", :given=>""William""}]"	Nominal Price versus Asset Price Stabilization	chapter	Wharton School of the University of Pennsylvania Working Paper	2002-08	right_only	Optional
