author	title	type	collection	year	_merge	category
"[{:family=>""Chaisemartin"", :given=>""C.de""}, {:family=>""D’Haultfoeuille"", :given=>""X.""}]"	Fuzzy Changes in Changes	article-journal	The Paris School of Economics	2012	both	Required
"[{:family=>""Hahn"", :given=>""J.""}, {:family=>""Todd"", :given=>""P.""}, {:others=>true}]"	Identification and Estimation of Treatment Effects with a Regression-discontinuity Design	article-journal	Econometrica	2001	both	Required
"[{:family=>""Cook"", :given=>""T.""}]"	Waiting for Life to Arrive: A History of the Regression-discontinuity Design in Psychology	article-journal	Journal of Econometrics	2008	both	Required
"[{:family=>""Imbens"", :given=>""G.""}, {:family=>""Lemieux"", :given=>""T.""}]"	Regression Discontinuity Designs: A Guide to Practice	article-journal	Journal of Econometrics	2008	both	Required
"[{:family=>""Lee"", :given=>""D.""}]"	Randomized Experiments from Non-random Selection in U.S	article-journal	House Elections.” Journal of Econometrics	2008	both	Required
"[{:family=>""Angrist"", :given=>""J.""}, {:family=>""Lavy"", :given=>""V.""}]"	Using Maimonides Rule to Estimate the Effect of Class Size on Scholastic Achievement	article-journal	The Quarterly Journal of Economics	1999	both	Required
"[{:family=>""Porter"", :given=>""J.""}]"	Estimation in the Regression Discontinuity Model	book		2003	both	Required
"[{:family=>""Abdulkadiroglu"", :given=>""A.""}, {:family=>""Angrist"", :given=>""J.""}, {:others=>true}]"	The Elite Illusion: Achievement Effects at Boston and New York Exam Schools	article-journal	Econometrica	2014	both	Required
"[{:family=>""Card"", :given=>""D.""}, {:family=>""Lee"", :given=>""D.""}, {:others=>true}]"	Nonlinear Policy Rules and the Identification and Estimation of Causal Effects in a Generalized Regression Kink Design	article-journal	NBER Working Paper	2012	both	Required
"[{:family=>""Angrist"", :given=>""J.""}, {:family=>""Rokkanen"", :given=>""M.""}]"	Wanna Get Away? RD Identification Away from the Cutoff	article-journal	NBER Working Paper	2012	both	Required
"[{:family=>""Dong"", :given=>""Y.""}, {:family=>""Lewbel"", :given=>""A.""}]"	Identifying the Effect of Changing Policy Thresholds in Regression Discontinuity Models			2014	both	Required
"[{:family=>""Rokkanen"", :given=>""M.""}]"	Exam Schools	book		2013	both	Required
"[{:family=>""Wing"", :given=>""C.""}, {:family=>""Cook"", :given=>""T.""}, {:others=>true}]"	Strengthening the Regression Discontinuity Design Using Additional Design Elements: A Within-study Comparison	article-journal	Journal of Policy Analysis and Management	2013	both	Required
"[{:family=>""Ludwig"", :given=>""J.""}, {:family=>""Miller"", :given=>""D.""}]"	Does Head Start Improve Children’s Life Chances? Evidence from a Regression Discontinuity Design	article-journal	The Quarterly Journal of Economics	2007	both	Required
"[{:family=>""Frandsen"", :given=>""B.""}, {:family=>""Frölich"", :given=>""M.""}, {:others=>true}]"	Quantile Treatment Effects in the Regression Discontinuity Design	article-journal	Journal of Econometrics	2012	both	Required
"[{:family=>""Imbens"", :given=>""G.""}, {:family=>""Kalyanaraman"", :given=>""K.""}]"	Optimal Bandwidth Choice for the Regression Discontinuity Estimator	article-journal	Review of Economic Studies	2012	both	Required
"[{:family=>""Calonico"", :given=>""S.""}, {:family=>""Cattaneo"", :given=>""M.""}, {:others=>true}]"	Robust Nonparametric Confidence Intervals for Regression Discontinuity Designs	article-journal	Econometrica	2014	both	Required
"[{:family=>""Almond"", :given=>""D.""}, {:family=>""Doyle"", :given=>""J.""}, {:others=>true}]"	Estimating the Marginal Returns to Medical Care: Evidence from At-risk Newborns	article-journal	The Quarterly Journal of Economics	2010	both	Required
"[{:family=>""Barreca"", :given=>""A.""}, {:family=>""Guildi"", :given=>""M.""}, {:others=>true}]"	Saving Babies? Revisiting the Effect of Very Low Birthweight Classification	article-journal	The Quarterly Journal of Economics	2011	both	Required
"[{:family=>""Almond"", :given=>""Douglas""}, {:family=>""Joseph J. Doyle"", :given=>""Amanda E.Kowalski"", :suffix=>""Jr.""}, {:family=>""al"", :particle=>""et.""}]"	Reply to Barreca	article-journal	The Quarterly Journal of Economics	2011	both	Required
"[{:family=>""Dong"", :given=>""Y.""}]"	Regression Discontinuity Applications with Rounding Errors in the Running Variable	article-journal	Journal of Applied Econometrics	2015	both	Required
"[{:family=>""Chamberlain"", :given=>""G.""}]"	Panel Data	chapter	Chapter 22 in Handbook of Econometrics	1987	both	Required
"[{:family=>""Chesher"", :given=>""A.""}, {:family=>""Jewitt"", :given=>""I.""}]"	The Bias of a Heteroskedasticity-consistent Covariance Matrix Estimator	article-journal	Econometrica	1987	both	Required
"[{:family=>""Moulton"", :given=>""Brent""}]"	Random Group Effects and the Precision of Regression Estimates	article-journal	Journal of Econometrics	1986	both	Required
"[{:family=>""Bertrand"", :given=>""Marianne""}, {:family=>""Duflo"", :given=>""Esther""}, {:others=>true}]"	How Much Should We Trust Differences-in-Differences Estimates?	article-journal	The Quarterly Journal of Economics	2004	both	Required
"[{:family=>""Hansen"", :given=>""C.""}]"	Asymptotic Properties of a Robust Variance Estimator for Panel Data When T is Large	article-journal	Journal of Econometrics	2007	both	Required
	Generalized Least Squares Inference in Panel and Multilevel Models with Serial Correlation and Fixed Effects	article-journal	Journal of Econometrics	2007	left_only	Required
"[{:family=>""Cameron"", :given=>""C.""}, {:family=>""Gelbach"", :given=>""J.""}, {:others=>true}]"	Bootstrap-based Improvements for Inference with Clustered Errors	article-journal	The Review of Economics and Statistics	2008	both	Required
"[{:family=>""Imbens"", :given=>""G.""}, {:family=>""Kolesar"", :given=>""M.""}]"	Robust Standard Errors in Small Samples: Some Practical Advice	article-journal	NBER Working Paper	2012	both	Required
"[{:family=>""Abadie"", :given=>""A.""}, {:family=>""Imbens"", :given=>""G.""}, {:others=>true}]"	Inference for Misspecified Models with Fixed Regressors	article-journal	Journal of the American Statistical Association	2014	both	Required
"[{:family=>""Abadie"", :given=>""A.""}, {:family=>""Chingos"", :given=>""M.""}, {:others=>true}]"	Endogenous Stratification in Randomized Experiments	book		2014	both	Required
"[{:family=>""Varian"", :given=>""Hal R.""}]"	Big Data: New Tricks for Econometrics	article-journal	Journal of Economic Perspectives	2014	both	Required
"[{:family=>""Chernozhukov"", :given=>""V.""}, {:family=>""Hansen"", :given=>""C.""}]"	Econometrics of High-Dimensional Sparse Models	chapter	NBER Lectures and Video Materials		both	Required
"[{:family=>""Belloni"", :given=>""Alexandre""}, {:family=>""Chernozhukov"", :given=>""Victor""}, {:others=>true}]"	Inference for High-dimensional Sparse Econometric Models			2011	both	Required
"[{:family=>""Bickel"", :given=>""Peter J.""}, {:family=>""Ritov"", :given=>""Ya’acov""}, {:others=>true}]"	Simultaneous Analysis of Lasso and Dantzig Selector	article-journal	The Annals of Statistics	2009	both	Optional
"[{:family=>""Candes"", :given=>""Emmanuel""}, {:family=>""Tao"", :given=>""Terence""}]"	The Dantzig Selector: Statistical Estimation when p is much Larger than n	article-journal	The Annals of Statistics	2007	both	Optional
"[{:family=>""Leeb"", :given=>""Hannes""}, {:family=>""Pötscher"", :given=>""Benedikt M.""}]"	Sparse Estimators and the Oracle Property	article-journal	Journal of Econometrics	2008	both	Optional
"[{:family=>""Belloni"", :given=>""A.""}, {:family=>""Chen"", :given=>""D.""}, {:others=>true}]"	Sparse Models and Methods for Optimal Instruments With an Application to Eminent Domain	article-journal	Econometrica	2012	both	Optional
"[{:family=>""Belloni"", :given=>""Chernozhukov""}, {:family=>""Belloni"", :given=>""Wang""}, {:others=>true}]"	Square-root Lasso: Pivotal Recovery of Sparse Signals via Conic Programming	article-journal	Biometrika	2011	both	Optional
"[{:family=>""Belloni"", :given=>""A.""}, {:family=>""Chernozhukov"", :given=>""V.""}, {:others=>true}]"	Pivotal Estimation via Square-root Lasso in Nonparametric Regression	article-journal	The Annals of Statistics	2014	both	Optional
"[{:family=>""Manresa"", :given=>""E.""}]"	Estimating the Social Structure of Interactions Using Panel Data	book		2013	both	Optional
"[{:family=>""Brodie"", :given=>""J.""}, {:family=>""Daubechies"", :given=>""I.""}, {:others=>true}]"	Sparse and Stable Markowitz Portfolios	article-journal	Proceedings of the National Academy of Sciences of the United States of America 106	2009	both	Optional
"[{:family=>""Belloni"", :given=>""A.""}, {:family=>""Chernozhukov"", :given=>""V.""}, {:others=>true}]"	High-dimensional Methods and Inference on Structural and Treatment Effects	article-journal	Journal of Economic Perspectives	2014	both	Required
"[{:family=>""Leeb"", :given=>""Hannes""}, {:family=>""Pötscher"", :given=>""Benedikt M.""}]"	Model Selection and Inference: Facts and Fiction	article-journal	Econometric Theory	2005	both	Required
"[{:family=>""Belloni"", :given=>""A.""}, {:family=>""Chernozhukov"", :given=>""Victor""}, {:others=>true}]"	Inference on Treatment Effects after Selection among High-dimensional Controls	article-journal	The Review of Economic Studies	2014	both	Optional
"[{:family=>""Farrell"", :given=>""Max H.""}]"	Robust Inference on Average Treatment Effects with Possibly More Covariates than Observations	book		2014	both	Optional
"[{:family=>""Kozbur"", :given=>""D.""}]"	Inference in Additively Separable Models with a High Dimensional Component	book		2014	both	Optional
"[{:family=>""Belloni"", :given=>""A.""}, {:family=>""Chernozhukov"", :given=>""V.""}, {:others=>true}]"	Uniform Post Selection Inference for Least Absolute Deviation Regression and other Z-estimation Problems	article-journal	Biometrika	2012	both	Optional
"[{:family=>""Belloni"", :given=>""A.""}, {:family=>""Chernozhukov"", :given=>""V.""}, {:others=>true}]"	Program Evaluation with High-dimensional Data			2013	both	Optional
"[{:family=>""Gentzkow"", :given=>""M.""}, {:family=>""Shapiro"", :given=>""J.""}]"	Nuts and Bolts: Computing with Large Data	chapter	NBER Lecture and Videos		both	Required
"[{:family=>""Breen"", :given=>""Jeffrey""}]"	R and Hadoop: Step by-step Tutorials	article-journal	Revolutions		both	Required
"[{:family=>""Dale"", :given=>""S.""}, {:family=>""Krueger"", :given=>""A.""}]"	Estimating the Return to College Selectivity Over the Career using Administrative Earnings Data	article-journal	The Journal of Human Resources	2014	right_only	Required
"[{:family=>""Angrist."", :given=>""J.""}]"	Lifetime Earnings and the Vietnam Era Draft Lottery: Evidence from Social Security Administrative Records	article-journal	The American Economic Review	1990	right_only	Required
"[{:family=>""Angrist"", :given=>""J.""}, {:family=>""Krueger"", :given=>""A.""}]"	Split-sample Instrumental Variables Estimates of the Returns to Schooling	article-journal	Journal of Business and Economic Statistics	1995	right_only	Required
"[{:family=>""Abadie"", :given=>""A.""}]"	Semiparametric Instrumental Variable Estimation of Treatment Response Models	article-journal	Journal of Econometrics	2003	right_only	Required
"[{:family=>""Hansen"", :given=>""C.""}]"	Generalized Least Squares Inference in Panel and Multilevel Models with Serial Correlation and Fixed Effects	article-journal	Journal of Econometrics	2007	right_only	Required
