author	title	type	collection	year	_merge	category
"[{:family=>""Dodder"", :given=>""R.S.""}]"	ITS and Air Quality in the Mexico City Metropolitan Area	chapter	Unpublished Working Paper for the Integrated Program on Urban	2004	both	Optional
"[{:family=>""Gakenheimer"", :given=>""R.""}, {:family=>""al"", :particle=>""et.""}]"	Travel Demand Drivers: Mexico City	manuscript		2003-06	both	Optional
"[{:family=>""Ortiz Mantilla"", :given=>""B.""}]"	Chapters 2 and 3 in Regional Planning and Operations Architecture as means to Foster Transportation Integration in the Mexico City Metropolitan Area	book			both	Optional
"[{:family=>""Gakenheimer"", :given=>""R.L.T.Molina""}, {:family=>""al"", :particle=>""et.""}]"	The MCMA Transportation System: Mobility and Air Pollution	chapter	Chapter 2 in Air Quality in the Mexico Megacity: An Integrated Assessment	2002	both	Optional
"[{:family=>""Team"", :given=>""Architecture Development""}]"	National ITS Architecture Executive Summary	article-journal	Federal Highway Administration	2003-10	both	Optional
"[{:family=>""Team"", :given=>""Architecture Development""}]"	National ITS Architecture ITS Vision Statement	article-journal	Federal Highway Administration	2003-10	both	Optional
"[{:family=>""Transportation"", :given=>""Department"", :particle=>""of""}]"	FHWA Rule on ITS Architecture and Standards			2001-01	both	Optional
"[{:family=>""Transportation"", :given=>""Department"", :particle=>""of""}]"	FTA National ITS Architecture Policy on Transit Projects			2001-01	both	Optional
"[{:family=>""McQueen"", :given=>""Bob""}, {:family=>""Schuman"", :given=>""Rick""}, {:family=>""Chen"", :given=>""Kan""}]"	Chapters 2 and 3 in Advanced Traveler Information Systems	book		2002	right_only	Optional
"[{:family=>""Zimmerman"", :given=>""Carol""}]"	Advanced Traveler Information Systems	chapter	Chapter 5 in Intelligent Transportation Primer	2000	right_only	Optional
"[{:family=>""McQueen"", :given=>""Bob""}, {:family=>""Schuman"", :given=>""Rick""}, {:family=>""Chen"", :given=>""Kan""}]"	Chapters 4 and 5 in Advanced Traveler Information Systems	book		2002	right_only	Optional
	A letter from Thomas Horan	manuscript			right_only	Optional
