author	title	type	collection	year	_merge	category
"[{:family=>""Altonji"", :given=>""J.""}, {:family=>""Hayashi"", :given=>""F.""}, {:family=>""Kotlikoff"", :given=>""L.""}]"	Parental Altruism and Inter Vivos Transfers: Theory and Evidence	article-journal	Journal of Political Economy	1997-12	both	Required
"[{:family=>""Bernheim"", :given=>""A.""}, {:family=>""Shleifer"", :given=>""A.""}, {:family=>""Summers"", :given=>""L.""}]"	The Strategic Bequest Motive	article-journal	Journal of Political Economy	1985-12	both	Required
"[{:family=>""Carroll"", :given=>""Christopher D.""}]"	Why do the Rich Save so Much	chapter	Does Atlas Shrug? The Economic Consequences of Taxing the Rich	2000	both	Required
"[{:family=>""Hurd"", :given=>""M.""}]"	Savings of the Elderly and Desired Bequests	article-journal	American Economic Review	1987	both	Required
	Mortality Risk and Bequests	article-journal	Econometrica	1989	left_only	Required
"[{:family=>""Wilhelm"", :given=>""M.""}]"	Bequest Behavior and the Effect of Heirs Earnings: Testing the Altruistic Model of Bequests	article-journal	American Economic Review	1996-09	both	Required
"[{:family=>""Brown"", :given=>""J.""}]"	How Should We Insure Longevity Risk in Pensions and Social Security?			2000-08	both	Required
"[{:family=>""Brown"", :given=>""J.""}, {:family=>""al"", :particle=>""et.""}]"	The Role of Annuity Markets in Financing Retirement			2001	both	Required
"[{:family=>""Brown"", :given=>""J.""}]"	Private Pensions	article-journal	Journal of Public Economics	2001-10	both	Required
"[{:family=>""Brown"", :given=>""J.""}, {:family=>""Poterba"", :given=>""J.""}]"	Joint Life Annuities and the Demand for Annuities by Married Couples	article-journal	The Journal of Risk and Insurance	2000-12	both	Required
"[{:family=>""Brown"", :given=>""J.""}, {:family=>""Mitchell"", :given=>""O.""}, {:family=>""Poterba"", :given=>""J.""}, {:family=>""Warshawsky"", :given=>""M.""}]"	Taxing Retirement Income: Non-Qualified Annuities and Distributions from Qualified Accounts	article-journal	The National Tax Journal	1999-09	both	Required
"[{:family=>""Brown"", :given=>""J.""}, {:family=>""Warshawsky"", :given=>""M.""}]"	Longevity-Insured Retirement Distributions from Pension Plans: Regulatory and Market Issues	chapter	Public Policies and Private Pensions		both	Required
"[{:family=>""Brown"", :given=>""J.""}]"	Are the Elderly Really Over-Annuitized? New Evidence on Life Insurance and Bequests	chapter	Themes in the Economics of Aging	2001	both	Required
	Redistribution and Insurance: Mandatory Annuitization with Mortality Heterogeneity	article-journal	Center for Retirement Research working paper	2001-03	left_only	Required
"[{:family=>""Brown"", :given=>""J.""}, {:family=>""Mitchell"", :given=>""O.""}, {:family=>""Poterba"", :given=>""J.""}]"	The Role of Real Annuities and Indexed Bonds in an Individual Accounts Retirement Program	chapter	Risk Aspects of Investment-Based Social Security Reform	2001	both	Required
"[{:family=>""Brown"", :given=>""J.""}]"	Mortality Risk	chapter	NBER Working Paper No. 7812 and forthcoming in Financial Innovations in Retirement Income	2000	both	Required
	Differential Mortality and the Value of Individual Account Retirement Annuities	chapter	NBER Working Paper No. 7560		left_only	Required
"[{:family=>""Brugiavini"", :given=>""A.""}]"	Uncertainty Resolution and the Timing of Annuity Purchases	article-journal	Journal of Public Economics	1993	both	Required
"[{:family=>""Davidoff"", :given=>""T.""}, {:family=>""Brown"", :given=>""J.""}, {:family=>""Diamond"", :given=>""P.""}]"	Annuities and Individual Welfare	article-journal	NBER Working Paper	2003	both	Required
"[{:family=>""B."", :given=>""Friedman""}, {:family=>""Warshawsky"", :given=>""M.""}]"	The Cost of Annuities: Implications for Saving Behavior and Bequests	article-journal	Quarterly Journal of Economics	1990	both	Required
"[{:family=>""Kotlikoff"", :given=>""L.""}, {:family=>""Spivak"", :given=>""A.""}]"	The Family as an Incomplete Annuities Market	article-journal	Journal of Political Economy	1981	both	Required
"[{:family=>""Mitchell"", :given=>""O.""}, {:family=>""Poterba"", :given=>""J.""}, {:family=>""Warshawsky"", :given=>""M.""}, {:family=>""Brown"", :given=>""J.""}]"	New Evidence on the Money’s Worth of Individual Annuities	article-journal	American Economic Review	1999-12	both	Required
"[{:family=>""Sheshinski"", :given=>""E.""}]"	Optimum and Risk-Class Pricing of Annuities	manuscript			both	Required
"[{:family=>""Kaplow"", :given=>""Louis""}]"	A Note on Subsidizing Gifts	article-journal	Journal of Public Economics	1995	both	Required
"[{:family=>""Aaron"", :given=>""H.""}, {:family=>""Munnell"", :given=>""A.""}]"	Reassessing the Role for Wealth Transfer Taxes	article-journal	National Tax Journal	1992-06	both	Required
"[{:family=>""Arrondel"", :given=>""L.""}, {:family=>""Laferrere"", :given=>""A.""}]"	Taxation and Wealth Transmission in France	article-journal	Journal of Public Economics	2001-01	both	Required
"[{:family=>""Bernheim"", :given=>""B.""}]"	Does the Estate Tax Raise Revenue?	chapter	Tax Policy and the Economy	1986	both	Required
"[{:family=>""Bernheim"", :given=>""B.""}, {:family=>""Lemke"", :given=>""R.""}, {:family=>""Scholz"", :given=>""J.""}]"	Do Estate and Gift Taxes Affect the Timing of Private Transfers	article-journal	NBER Working Paper	2001-06	both	Required
"[{:family=>""Cremer"", :given=>""H.""}, {:family=>""Pestieau"", :given=>""P.""}]"	Non-linear Taxation of Bequests	article-journal	Journal of Public Economics	2001-01	both	Required
"[{:literal=>""Gale, William G., James R. Hines, Jr., and Joel Slemrod.""}]"	Rethinking Estate and Gift Taxation				both	Required
"[{:family=>""Gale"", :given=>""W.G.""}, {:family=>""Slemrod"", :given=>""J.B.""}]"	Overview	chapter	Gale		both	Required
"[{:family=>""Gokhale"", :given=>""J.""}, {:family=>""Kotlikoff"", :given=>""L.J.""}, {:family=>""Sefton"", :given=>""J.""}, {:family=>""Weale"", :given=>""M.""}]"	Simulating the Transmission of Wealth Inequality via Bequests	article-journal	Journal of Public Economics	2001-01	both	Required
"[{:family=>""Hochguertel"", :given=>""Stefan""}, {:family=>""Ohlsson"", :given=>""Henry""}]"	_Compensatory Inter Vivos Gifts	manuscript			both	Required
"[{:family=>""Joulfaian"", :given=>""D.""}]"	Estate Taxes and Charitable Bequests by the Wealthy	article-journal	National Tax Journal	2000	both	Required
"[{:family=>""Jousten"", :given=>""A.""}]"	Life-cycle Modeling of Bequests and their Impact on Annuity Valuation	article-journal	Journal of Public Economics	2001-01	both	Required
"[{:family=>""Kaplow"", :given=>""L.""}]"	A Framework for Assessing Estate and Gift Taxation				both	Required
"[{:family=>""Kopczuk"", :given=>""W.""}]"	The Trick is to Live: Is the Estate Tax Social Security for the Rich?	chapter	NBER Working Paper 9188		both	Required
	Optimal Estate Taxation in the Steady State?	manuscript			left_only	Required
"[{:family=>""Laitner"", :given=>""J.""}, {:family=>""Ohlsson"", :given=>""H.""}]"	Bequest Motives: A Comparison of Sweden and the United States	article-journal	Journal of Public Economics	2001-01	both	Required
"[{:family=>""McGarry"", :given=>""K.""}]"	The Cost of Equality: Unequal Bequests and Tax Avoidance	article-journal	Journal of Public Economics	2001-01	both	Required
	Inter Vivos Transfers or Bequests? Estate Taxes and the Timing of Parental Giving	article-journal	Tax Policy and the Economy	2000	left_only	Required
"[{:family=>""Munnell"", :given=>""A.""}, {:family=>""Sunden"", :given=>""A.""}]"	Death and Dollars			2003	both	Required
"[{:family=>""Poterba"", :given=>""J.""}]"	The Estate Tax and After-Tax Investment Returns	article-journal	NBER Working Paper	1997-12	both	Required
	The Estate and Gift Tax and Inter Vivos Giving in the United States	article-journal	Journal of Public Economics	2001-01	left_only	Required
"[{:family=>""Saez"", :given=>""E.""}]"	The Desirability of Commodity Taxation under Non-Linear Income Taxation and Heterogeneous Tastes	article-journal	NBER Working Paper	2000	both	Required
"[{:family=>""Atkinson"", :given=>""A.B.""}]"	Income Maintenance and Social Insurance	chapter	Handbook of Public Economics	1987	both	Required
"[{:family=>""Diamond"", :given=>""P.""}]"	A Framework for Social Security Analysis	article-journal	Journal of Public Economics	1977	both	Required
	Government Provision and Regulation of Economic Support in Old Age	paper-conference	Proceedings of the Seventh Annual World Bank Conference on Development Economics	1995	left_only	Required
"[{:family=>""Feldstein"", :given=>""M.""}]"	Social Insurance	article-journal	Public Policy	1977	both	Required
	Seven Principles of Social Insurance	article-journal	Challenge	1976-11	left_only	Required
"[{:family=>""Weizsaecker"", :given=>""J.von""}]"	Hayek’s Obvious Corollary	chapter	CESifo Working Paper	2003	both	Required
"[{:family=>""Diamond"", :given=>""P.Taxation""}, {:family=>""Markets"", :given=>""Incomplete""}, {:family=>""Security"", :given=>""Social""}]"	The 2000 Munich Lectures			2002	both	Required
"[{:family=>""Diamond"", :given=>""P.""}, {:family=>""Mirrlees"", :given=>""J.""}]"	A Model of Social Insurance with Variable Retirement	article-journal	Journal of Public Economics	1978	both	Required
	Social Insurance with Variable Retirement and Private Saving	article-journal	Journal of Public Economics		left_only	Required
	Payroll-Tax Financed Social Security with Variable Retirement	article-journal	Scandinavian Journal of Economics	1986	left_only	Required
"[{:family=>""Eckstein"", :given=>""Z.""}, {:family=>""Eichenbaum"", :given=>""M.""}, {:family=>""Peled"", :given=>""D.""}]"	Uncertain Lifetimes and the Welfare Enhancing Properties of Annuity Markets and Social Security	article-journal	Journal of Public Economics	1985	both	Required
"[{:family=>""Feldstein"", :given=>""M.""}]"	Should Social Security Be Means Tested?	article-journal	Journal of Political Economy	1987	both	Required
	Should Social Security Benefits Increase with Age?	chapter	NBER Working Paper 2200	1987-03	left_only	Required
"[{:family=>""Hubbard"", :given=>""R.G.""}, {:family=>""Judd"", :given=>""K.""}]"	Social Security and Individual Welfare: Precautionary Saving	article-journal	American Economic Review	1987-09	both	Required
"[{:family=>""Banks"", :given=>""J.""}, {:family=>""Blundell"", :given=>""R.""}, {:family=>""Tanner"", :given=>""S.""}]"	Is There a Retirement-Savings Puzzle?	article-journal	The American Economic Review	1998-09	both	Required
"[{:family=>""Bernheim"", :given=>""D.""}, {:family=>""Skinner"", :given=>""J.""}, {:family=>""Weinberg"", :given=>""S.""}]"	What Accounts for the Variation in Retirement Wealth Among U.S	article-journal	Households?” American Economic Review	2001	both	Required
"[{:family=>""Diamond"", :given=>""P.""}, {:family=>""Hausman"", :given=>""J.""}]"	Individual Retirement and Savings Behavior	article-journal	Journal of Public Economics	1984	both	Required
"[{:family=>""Edwards"", :given=>""S.""}]"	Why are Latin America’s Savings Rates So Low? An International Comparative Analysis	article-journal	Journal of Development Economics	1996-10	both	Required
"[{:family=>""Hurd"", :given=>""M.""}, {:family=>""Rohwedder"", :given=>""S.""}]"	The Retirement-Consumption Puzzle: Anticipated and Actual Declines in Spending at Retirement	article-journal	NBER Working Paper	2003-03	both	Required
"[{:family=>""Chan"", :given=>""S.""}, {:family=>""Stevens"", :given=>""A.H.""}]"	What You Don’t Know Can’t Help You. Pension Knowledge and Retirement Decision Making	article-journal	NBER Working Paper	2003-12	both	Required
"[{:family=>""Coile"", :given=>""C.""}, {:family=>""Gruber"", :given=>""J.""}]"	Social Security and Retirement	chapter	NBER Working Paper 7830	2000-08-01	both	Required
"[{:family=>""Diamond"", :given=>""P.""}, {:family=>""Gruber"", :given=>""J.""}]"	Social Security and Retirement in the United States	chapter	Social Security and Retirement Around the World	1999	both	Required
"[{:given=>""Friedberg""}]"	The Labor Supply Effects of the Social Security Earnings Test	article-journal	Review of Economics and Statistics	2000-02	both	Required
"[{:family=>""Gruber"", :given=>""J.""}, {:family=>""Wise"", :given=>""D.""}]"	Social Security Programs and Retirement Around the World: Introduction and Summary	chapter	Social Security and Retirement Around the World	1999	both	Required
"[{:family=>""Gruber"", :given=>""J.""}, {:family=>""Orszag"", :given=>""P.""}]"	Does the Social Security Earnings Test Affect Labor Supply and Benefits Receipt?	article-journal	NBER Working Paper	2000-09	both	Required
"[{:family=>""Kahn"", :given=>""J.""}]"	Social Security	article-journal	Journal of Public Economics	1988	both	Required
"[{:family=>""Krueger"", :given=>""A.""}, {:family=>""Pischke"", :given=>""J.""}]"	The Effect of Social Security on Labor Supply: A Cohort Analysis of the Notch Generation	article-journal	Journal of Labor Economics	1992-10	both	Required
"[{:family=>""Samwick"", :given=>""A.""}]"	New Evidence on Pensions	article-journal	Journal of Public Economics	1998-11	both	Required
"[{:family=>""Stock"", :given=>""J.""}, {:family=>""Wise"", :given=>""D.""}]"	Pensions	article-journal	Econometrica	1990-09	both	Required
"[{:family=>""Stewart"", :given=>""J.""}]"	Do Older Workers Respond to Changes in Social Security Benefits? A Look at the Time Series Evidence				both	Required
"[{:family=>""Abel"", :given=>""A.B.""}]"	Precautionary savings and accidental bequests	article-journal	American Economic Review	1985-09	both	Required
	Capital Accumulation and Uncertain Lifetimes with Adverse Selection	article-journal	Econometrica	1986-09	left_only	Required
	The Social Security Trust Fund	article-journal	NBER Working paper	1999	left_only	Required
"[{:family=>""Abel"", :given=>""Andrew B.""}]"	‘The Effects of Investing Social Security Funds	article-journal	American Economic Review	2001-03	both	Required
"[{:family=>""Ball"", :given=>""Lawrence""}, {:family=>""Mankiw"", :given=>""N.Gregory""}]"	Intergenerational risk Sharing in the Spirit of Arrow	manuscript			both	Required
"[{:family=>""Bohn"", :given=>""H.""}]"	Will Social Security and Medicare Remain Viable as the U.S. Population is Aging?	article-journal	Carnegie-Rochester Conference Series on Public Policy 50	1999-06	both	Required
	Risk Sharing in a Stochastic Overlapping Generations Economy	manuscript			left_only	Required
	Should the Social Security Trust Fund Hold Equities? An Intergenerational Welfare Analysis	article-journal	Review of Economic Dynamics	1999	left_only	Required
"[{:family=>""Boldrin"", :given=>""M.""}, {:family=>""Rustichini"", :given=>""A.""}]"	Equilibria with Social Security			1995	both	Required
"[{:family=>""Breyer"", :given=>""F.""}]"	On the Intergenerational Pareto Efficiency of Pay-as-you-go Financed Pension Systems	article-journal	Journal of Institutional and Theoretical Economics	1989	both	Required
"[{:family=>""Breyer"", :given=>""F.""}, {:family=>""Straub"", :given=>""M.""}]"	Welfare Effects of Unfunded Pension Systems When Labor Supply is Endogenous	article-journal	Journal of Public Economics	1993	both	Required
"[{:family=>""Breyer"", :given=>""F.""}]"	Why Funding is not a Solution to the ‘Social Security Crisis’	article-journal	IZA DP	2001	both	Required
"[{:family=>""Brunner"", :given=>""J.K.""}]"	Redistribution and Efficiency of a Pay-as-you-go Pension System	article-journal	Journal of Institutional and Theoretical Economics	1994	both	Required
	Transition from a Pay-as-you-go to a Fully Funded Pension System: the Case of Differing Individuals and Intragenerational Fairness	article-journal	Journal of Public Economics	1996	left_only	Required
"[{:family=>""Constantinides"", :given=>""G.""}, {:family=>""Donaldosn"", :given=>""J.""}, {:family=>""Mehra"", :given=>""R.""}]"	Junior Must Pay: Pricing the Implicit Put in Privatizing Social Security	manuscript			both	Required
"[{:family=>""Demange"", :given=>""G.""}, {:family=>""Laroque"", :given=>""G.""}]"	Social Security and Demographic Shocks	article-journal	Econometrica	1999	both	Required
"[{:family=>""Diamond"", :given=>""P.""}]"	Macroeconomic Aspects of Social Security Reform	article-journal	Brookings Papers on Economic Activity	1997	both	Required
"[{:family=>""Diamond"", :given=>""P.""}, {:given=>""J.""}]"	Geanakoplos.“Social Security Investment in Equities	article-journal	American Economic Review	2003	both	Required
"[{:family=>""Dutta"", :given=>""J.""}, {:family=>""Kapur"", :given=>""S.""}, {:family=>""Orszag"", :given=>""M.""}]"	How to Fund Pensions: Income Uncertainty and Risk-aversion	book			both	Required
	A Portfolio Approach to the Optimal Funding of Pensions	chapter	Birkbeck Economics WP		left_only	Required
"[{:family=>""Enders"", :given=>""W.""}, {:family=>""Lapan"", :given=>""H.""}]"	Social Security Taxation and Intergenerational Risk Sharing	article-journal	International Economic Review	1982	both	Required
"[{:family=>""Feldstein"", :given=>""M.""}]"	The Optimal Level of Social Security Benefits	article-journal	Quarterly Journal of Economics	1985-05	both	Required
	Imperfect Annuity Markets	article-journal	Journal of Public Economics	1990-02	left_only	Required
"[{:family=>""Fenge"", :given=>""R.""}]"	Pareto-efficiency of the pay-as-you-go Pension System with Intrageneratinal Fairness	article-journal	Finanz Archiv	1995	both	Required
"[{:family=>""Gale"", :given=>""D.""}]"	The Efficient Design of Public Debt	chapter	Public Debt Management: Theory and History	1990	both	Required
"[{:family=>""Green"", :given=>""J.""}]"	Demographics			1988	both	Required
"[{:family=>""Hassler"", :given=>""J.""}, {:family=>""and"", :given=>""A.Lindbeck""}]"	Intergenerational Risk Sharing	article-journal	Centre for Economic Policy Research Discussion Paper	1997	both	Required
"[{:family=>""Jones"", :given=>""L.""}, {:family=>""Manuelli"", :given=>""R.""}, {:family=>""Rossi"", :given=>""P.""}]"	Optimal Taxation in Models of Endogenous Growth	article-journal	Journal of Political Economy	1993-06	both	Required
"[{:family=>""Karni"", :given=>""E.""}, {:family=>""Zilcha"", :given=>""I.""}]"	Aggregate and Distributional Effects of Fair Social Security	article-journal	Journal of Public Economics	1989	both	Required
	Welfare and Comparative Stastics Implications of Fair Social Security: A Steady-State Analysis	article-journal	Journal of Public Economics	1986	left_only	Required
"[{:family=>""Merton"", :given=>""R.C.""}]"	On the Role of Social Security as a Means for Efficient Risk Sharing in an Economy where Human Capital is not Tradable_._	chapter	Financial Aspects of the US Pension System		both	Required
"[{:family=>""Miles"", :given=>""D.""}]"	Funded and Unfunded Pension Schemes: Risk Return and Welfare	chapter	CESifo WP	2000	both	Required
"[{:family=>""Palmer"", :given=>""E.""}]"	Individual Decisions and Aggregate Stability in the NDC System	manuscript			both	Required
"[{:family=>""Sinn"", :given=>""Hans-Werner""}]"	Why a Funded Pension System is Needed and Why it is not Needed	article-journal	International Tax and Public Finance	2000	both	Required
"[{:family=>""Smetters"", :given=>""K.""}]"	Investing the Social Security Trust Fund in Equity: An Option Pricing Approach.” Congressional Budget Office Macroeconomic Analysis and Tax Analysis Divisions			1997	both	Required
"[{:family=>""Valdes-Prieto"", :given=>""Salvador""}]"	The Financial Stability of Notional Account Pensions	article-journal	Scandinavian Journal of Economics	2000	both	Required
"[{:family=>""Arnold"", :given=>""D.""}, {:family=>""Douglas"", :given=>""R.""}, {:family=>""Graetz"", :given=>""M.J.""}, {:family=>""Munnell"", :given=>""A.H.""}]"	Framing the Social Security Debate				both	Required
"[{:family=>""Baily"", :given=>""M.""}]"	Public Policy Implications of Declining Old Age Mortality	chapter	Work	1987	both	Required
"[{:family=>""Burkhauser"", :given=>""R.""}, {:family=>""Smeeding"", :given=>""T.""}]"	Social Security Reform: A Budget Neutral Approach to Reducing Older Women’s Disproportionate Risk of Poverty	book			both	Required
"[{:family=>""Coronado"", :given=>""J.""}, {:family=>""Fullerton"", :given=>""D.""}, {:family=>""Glass"", :given=>""T.""}]"	Distributional Impacts of Proposed Changes to the Social Security System	article-journal	Tax Policy and the Economy	1999	both	Required
"[{:family=>""Cutler"", :given=>""D.""}, {:family=>""Poterba"", :given=>""J.""}, {:family=>""Sheiner"", :given=>""L.""}, {:family=>""Summers"", :given=>""L.""}]"	An Aging Society: Challenge or Opportunity?	article-journal	Brookings Papers on Economic Activity	1990	both	Required
"[{:family=>""Nardi"", :given=>""M."", :particle=>""De""}, {:family=>""Imrohoroglu"", :given=>""S.""}, {:family=>""Sargent"", :given=>""T.J.""}]"	Projected US Demographics and Social Security	manuscript			both	Required
"[{:family=>""Diamond"", :given=>""P.""}]"	Privatization of Social Security: Lessons from Chile	article-journal	Revista de Analisis Economico	1994	both	Required
	Insulation of Pensions from Political Risk	chapter	Forthcoming in The Economics of Pensions: Principles		left_only	Required
"[{:family=>""Diamond"", :given=>""P.""}, {:family=>""Orszag"", :given=>""P.""}]"	An Assessment of the Proposals of the President’s Commission to Strengthen Social Security	article-journal	Contributions to Economic Analysis & Policy	2002	both	Required
	Saving Social Security			2004	left_only	Required
"[{:family=>""Disney"", :given=>""R.""}]"	Notional Accounts as a Pension Reform Strategy: An Evaluation	manuscript			both	Required
"[{:family=>""Feldstein"", :given=>""M.""}]"	Would Privatizing Social Security Raise Economic Welfare?	article-journal	NBER Working Paper	1995-09	both	Required
	The Missing Piece in Policy Analysis: Social Security Reform	article-journal	American Economic Review	1996-05	left_only	Required
	Privatizing Social Security			1998	both	Required
"[{:family=>""Gustman"", :given=>""A.""}, {:family=>""Steinmeier"", :given=>""T.""}]"	Privatizing Social Security: First Round Effects of a Generic	article-journal	NBER Working Paper	1995	both	Required
	The New Social Security Commission Personal Accounts: Where is the Investment Principal?	article-journal	NBER Working Paper	2002	left_only	Required
"[{:family=>""Holden"", :given=>""K.""}, {:family=>""Zick"", :given=>""C.""}]"	The Economic Impact of Widowhood in the United States in the 1990s: The Role of Social Insurance and Private Pensions	book		1997-06	both	Required
"[{:family=>""Liebman"", :given=>""J.""}]"	Redistribution in the Current Social Security System	chapter	NBER Working Paper 8625		both	Required
"[{:family=>""Lindbeck"", :given=>""Assar""}, {:family=>""Persson"", :given=>""Mats""}]"	The Gains from Pension Reform	article-journal	Journal of Economic Literature	2003-03	both	Required
	Prospects for Social Security Reform				both	Required
"[{:family=>""Leimer"", :given=>""D.""}]"	Cohort Specific Measures of Lifetime Net Social Security Transfers	chapter	Working Paper 59	1994	both	Required
"[{:family=>""Light"", :given=>""P.""}]"	Artful Work: The Politics of Social Security Reform	book			both	Required
	National Academy on Social Insurance			1998	both	Required
"[{:family=>""Valdes-Prieto"", :given=>""S.""}]"	Can the State Engage in Self-Control? A Survey of Old-Age Security	paper-conference	International Economic Association Meetings	1995-12	both	Required
"[{:family=>""Bank"", :given=>""World""}]"	Averting the Old Age Crisis: Policies to Protect the Old and Promote Growth	book		1994	both	Required
"[{:family=>""Acemoglu"", :given=>""D.""}, {:family=>""Shimer"", :given=>""R.""}]"	Efficient Unemployment Insurance	chapter	Mimeo	1997-10	both	Required
"[{:family=>""Atkeson"", :given=>""A.""}, {:family=>""Lucas"", :given=>""R.""}]"	Efficiency and Equality in a Simple Model of Efficient Unemployment Insurance	article-journal	Journal of Economic Theory	1995	both	Required
"[{:family=>""Atkinson"", :given=>""A.B.""}]"	The Economic Consequences of Rolling Back the Welfare State			1999	both	Required
"[{:family=>""Baily"", :given=>""M.""}]"	Some Aspects of Optimal Unemployment Insurance	article-journal	Journal of Public Economics	1978	both	Required
"[{:family=>""Burdett"", :given=>""K.""}, {:family=>""Wright"", :given=>""R.""}]"	Unemployment Insurance and Short Time Compensation: The Effects of Layoffs	article-journal	Journal of Political Economy	1989	both	Required
"[{:family=>""Cahuc"", :given=>""Pierre""}, {:family=>""Lehmann"", :given=>""Etienne""}]"	Should Unemployment Benefits Decrease with the Unemployment Spell?	article-journal	Journal of Public Economics	2000	both	Required
"[{:family=>""Chiu"", :given=>""W.""}, {:family=>""Karni"", :given=>""E.""}]"	Endogenous Adverse Selection and Unemployment Insurance	article-journal	Journal of Political Economy	1998	both	Required
"[{:family=>""Conerly"", :given=>""W.B.""}]"	Chile Leads the Way with Individual Unemployment Accounts	article-journal	National Center For Policy Analysis	2002	both	Required
"[{:family=>""Davidson"", :given=>""C.""}, {:family=>""Woodbury"", :given=>""S.""}]"	The Optimal Dole with Risk Aversion and Job Destruction	article-journal	U.S. Department of Labor	1998-02	both	Required
	Further Aspects of Optimal Unemployment Insurance	chapter	Advisory Council on Unemployment Compensation: Background Papers	1996	left_only	Required
"[{:family=>""Feldstein"", :given=>""M.""}]"	Temporary Layoffs in the Theory of Unemployment	article-journal	Journal of Political Economy	1976-10	both	Required
"[{:family=>""Feldstein"", :given=>""M.""}, {:family=>""Altman"", :given=>""D.""}]"	Unemployment Insurance Savings Accounts	article-journal	NBER Working Paper	1998-12	both	Required
"[{:family=>""Hansen"", :given=>""Gary""}, {:family=>""Imrohoroglu"", :given=>""Ayse""}]"	The Role of Unemployment Insurance in an Economy with Liquidity Constraints and Moral Hazard	article-journal	Journal of Political Economy	1992	both	Required
"[{:family=>""Hopenhayn"", :given=>""Hugo A.""}, {:family=>""Nicolini"", :given=>""Juan Pablo""}]"	Optimal Unemployment Insurance	article-journal	Journal of Political Economy	1997-04	both	Required
