author	title	type	collection	year	_merge	category
"[{:family=>""Ryan"", :given=>""S.""}]"	The Costs of Environmental Regulation in a Concentrated Industry	chapter	MIT Center for Energy and Environmental Policy Research Working Paper 05010		both	Required
"[{:family=>""Bessen"", :given=>""J.""}, {:family=>""Maskin"", :given=>""E.""}]"	Sequential Innovation	chapter	MIT Department of Economics Working Paper No. 00-01	2000	both	Required
"[{:family=>""Green"", :given=>""J.""}, {:family=>""Scotchmer"", :given=>""S.""}]"	On the Division of Profit in Sequential Innovation	article-journal	Rand Journal of Economics	1995	both	Required
"[{:family=>""Hopenhayn"", :given=>""H.""}, {:family=>""Mitchell"", :given=>""M.""}]"	Innovation	article-journal	Rand Journal of Economics	2001	both	Required
"[{:family=>""Pakes"", :given=>""A.""}]"	Patents as Options: Some Estimates of the Value of Holding European Patent Stocks	article-journal	Econometrica	1986-07	both	Required
"[{:family=>""Jaffe"", :given=>""A.""}, {:family=>""Trajtenberg"", :given=>""M.""}, {:family=>""Henderson"", :given=>""R.""}]"	Geographic Localization of Knowledge Spillovers as Evidenced by Patent Citations	article-journal	Quarterly Journal of Economics	1993-08	both	Required
"[{:family=>""Lerner"", :given=>""J.""}]"	Where Does State Street Lead? A First Look at Finance Patents	article-journal	Journal of Finance	2002-04	both	Required
"[{:family=>""Rogers""}, {:given=>""Shoemaker""}]"	The Diffusion of Innovations: A Cross-Cultural Approach			1995	both	Required
"[{:family=>""Griliches"", :given=>""Z.""}]"	Hybrid Corn: An Exploration in the Economics of Technological Change	article-journal	Econometrica	1957-10	both	Required
"[{:family=>""Saloner"", :given=>""G.""}, {:family=>""Shepard"", :given=>""A.""}]"	Adoption of Technologies with Network Effects: An Empirical Examination of the Adoption of Automated Teller Machines	article-journal	Rand Journal of Economics	1995	both	Required
"[{:family=>""Vigna"", :given=>""S.Della""}, {:family=>""Stefano""}, {:family=>""Malmendier"", :given=>""U.""}]"	Paying Not to Go to the Gym	article-journal	American Economic Review		both	Required
"[{:family=>""Gabaix"", :given=>""X.""}, {:family=>""Laibson"", :given=>""D.""}]"	Shrouded Attributes	chapter	NBER Working Paper 11755	2005-11	both	Required
"[{:family=>""Sorensen"", :given=>""A.""}]"	An Empirical Model of Heterogeneous Consumer Search for Retail Prescription Drugs	book		2001-09-14	right_only	Required
"[{:family=>""Schmalensee"", :given=>""R.""}]"	Interindustry Studies of Structure and Performance	chapter	Handbook of Industrial Organization	1989	right_only	Required
"[{:family=>""Milgrom"", :given=>""P.""}, {:family=>""Roberts"", :given=>""J.""}]"	Predation	article-journal	Journal of Economic Theory	1982-08	right_only	Required
