author	title	type	collection	year	_merge	category
"[{:family=>""Chung"", :given=>""Kim-Sau""}, {:family=>""Ely"", :given=>""Jeffrey C.""}]"	Foundations of Dominant Strategy Mechanisms	article-journal	Review of Economic Studies	2007-04	left_only	Optional
"[{:family=>""Roth"", :given=>""Alvin E.""}, {:family=>""Ockenfels"", :given=>""Axel""}]"	Last-Minute Bidding and the Rules for Ending Second-Price Auctions: Evidence from eBay and Amazon Auctions on the Internet	article-journal	American Economic Review	2002-09	left_only	Optional
"[{:family=>""Ely"", :given=>""Jeffrey C.""}, {:family=>""Hossain"", :given=>""Tanjim""}]"	Sniping and Squatting in Auction Markets	article-journal	American Economic Journal: Microeconomics	2009-08	left_only	Optional
"[{:family=>""Chapman"", :given=>""James T.E.""}, {:family=>""McAdams"", :given=>""David""}, {:family=>""Paarsch"", :given=>""Harry""}]"	Bounding Best-Response Violations in Discriminatory Auctions with Private Values	book		2006-07	left_only	Optional
"[{:family=>""Roth"", :given=>""Alvin E.""}, {:family=>""Peranson"", :given=>""Elliot""}]"	The Redesign of the Matching Market for American Physicians: Some Engineering Aspects of Economic Design	article-journal	American Economic Review	1999-09	left_only	Required
"[{:family=>""Kojima"", :given=>""Fuhito""}, {:family=>""Pathak"", :given=>""Parag""}]"	Incentives and Stability in Large Two-Sided Matching Markets	article-journal	American Economic Review	2009-06	left_only	Required
"[{:family=>""Kojima"", :given=>""Fuhito""}, {:family=>""Pathak"", :given=>""Parag""}, {:family=>""Roth"", :given=>""Alvin E.""}]"	Stability and Incentives in Matching with Couples	book		2009	left_only	Required
"[{:family=>""Roberts"", :given=>""Donald John""}, {:family=>""Postlewaite"", :given=>""Andrew""}]"	The Incentives for Price-Taking Behavior in Large Exchange Economies	article-journal	Econometrica	1976-01	left_only	Required
"[{:family=>""Rustichini"", :given=>""Aldo""}, {:family=>""Satterthwaite"", :given=>""Mark A.""}, {:family=>""Williams"", :given=>""Steven R.""}]"	Convergence to Efficiency in a Simple Market with Incomplete Information	article-journal	Econometrica	1994-09	left_only	Required
"[{:family=>""Satterthwaite"", :given=>""Mark A.""}, {:family=>""Williams"", :given=>""Steven R.""}]"	The Optimality of a Simple Market Mechanism	article-journal	Econometrica	2002-09	left_only	Required
"[{:family=>""Satterthwaite"", :given=>""Mark A.""}]"	Strategy-Proofness and Markets	article-journal	Social Choice and Welfare	2001	left_only	Required
"[{:family=>""Gresik"", :given=>""Thomas""}, {:family=>""Satterthwaite"", :given=>""Mark A.""}]"	The Rate of Which a Simple Market Becomes Efficient as the Number of Traders Increases: An Asymptotic Result for Optimal Trading Mechanisms	article-journal	Journal of Economic Theory	1989-06	left_only	Optional
"[{:family=>""Pesendorfer"", :given=>""Wolfgang""}, {:family=>""Swinkels"", :given=>""Jeroen""}]"	The Loser’s Curse and Information Aggregation in Common Value Auctions	article-journal	Econometrica	1997-11	left_only	Optional
	Efficiency and Information Aggregation in Auctions	article-journal	American Economic Review	2000-06	left_only	Optional
"[{:family=>""Wilson"", :given=>""Robert B.""}]"	A Bidding Model of Perfect Competition	article-journal	Review of Economic Studies	1977-10	left_only	Optional
"[{:family=>""Milgrom"", :given=>""Paul""}]"	A Convergence Theorem for Competitive Bidding with Differential Information	article-journal	Econometrica	1979-05	left_only	Optional
"[{:family=>""Swinkels"", :given=>""Jeroen""}]"	Efficiency of Large Private Value Auctions	article-journal	Econometrica	2001-01	left_only	Optional
"[{:family=>""Perry"", :given=>""Motty""}, {:family=>""Reny"", :given=>""Philip J.""}]"	Toward a Strategic Foundation for Rational Expectations Equilibrium	article-journal	Econometrica	2006-09	left_only	Optional
"[{:family=>""Wilson"", :given=>""Robert B.""}]"	Incentive Efficiency of Double Auctions	article-journal	Econometrica	1985-09	left_only	Optional
"[{:family=>""Cripps"", :given=>""Martin""}, {:family=>""Swinkels"", :given=>""Jeroen""}]"	Efficiency of Large Double Auctions	article-journal	Econometrica	2006-01	left_only	Optional
"[{:family=>""Fudenberg"", :given=>""Drew""}, {:family=>""Mobius"", :given=>""Markus""}, {:family=>""Szeidl"", :given=>""Adam""}]"	Existence of Equilibrium in Large Double Auctions	article-journal	Journal of Economic Theory	2007-03	left_only	Optional
"[{:family=>""McLean"", :given=>""Richard""}, {:family=>""Postlewaite"", :given=>""Andrew""}]"	Informational Size and Incentive Compatibility	article-journal	Econometrica	2002-11	left_only	Optional
"[{:family=>""Jackson"", :given=>""Matthew""}, {:family=>""Kremer"", :given=>""Ilan""}]"	The Relevance of a Choice of Auction Format in a Competitive Environment	article-journal	Also available as Division of the Humanities and Social Sciences Working Paper No. 1190	2004-01	left_only	Optional
"[{:family=>""Casella"", :given=>""Alessandra""}]"	Storable Votes	article-journal	Games and Economic Behavior	2005-05	left_only	Required
"[{:family=>""Jackson"", :given=>""Matthew""}, {:family=>""Sonnenschein"", :given=>""Hugo""}]"	Overcoming Incentive Constraints by Linking Decisions	article-journal	Econometrica	2007-01	left_only	Required
"[{:family=>""Börgers"", :given=>""Tilman""}]"	Costly Voting	article-journal	American Economic Review	2004-03	left_only	Optional
"[{:family=>""Börgers"", :given=>""Tilman""}, {:family=>""Postl"", :given=>""Peter""}]"	Efficient Compromising	article-journal	Journal of Economic Theory	2009-09	left_only	Optional
"[{:family=>""Hortalla-Vallve"", :given=>""Rafael""}]"	Qualitative Voting	article-journal	Economics Series Working Papers	2007	left_only	Optional
"[{:family=>""Segal"", :given=>""Ilya""}]"	Communication in Economic Mechanisms.” Chapter 6 in Advances in Economics and Econometrics: Theory and Applications			2006	left_only	Optional
	The Communication Requirements of Social Choice Rules and Supporting Budget Sets	article-journal	Journal of Economic Theory	2007-09	left_only	Optional
"[{:family=>""Nisan"", :given=>""Noam""}, {:family=>""Segal"", :given=>""Ilya""}]"	The Communication Requirements of Efficient Allocations and Supporting Prices	article-journal	Journal of Economic Theory	2006-07	left_only	Optional
"[{:family=>""Segal"", :given=>""Ilya""}]"	Nash Implementation with Little Communication	article-journal	Theoretical Economics	2010-03	left_only	Optional
"[{:family=>""Athanasoulis"", :given=>""Stefano""}, {:family=>""Shiller"", :given=>""Robert""}]"	World Income Components: Measuring and Exploiting Risk Sharing Opportunities	article-journal	American Economic Review	2001-09	left_only	Required
	The Significance of the Market Portfolio	article-journal	Review of Financial Studies	2000	left_only	Required
"[{:family=>""Acharya"", :given=>""Viral""}, {:family=>""Bisin"", :given=>""Alberto""}]"	Centralized versus Over the Counter Markets			2009-05	left_only	Required
"[{:family=>""Cabrales"", :given=>""Antonio""}, {:family=>""Calvo-Armengol"", :given=>""Antoni""}, {:family=>""Jackson"", :given=>""Matthew""}]"	La Crema: Fire Insurance in a Village Economy of Modern Day Europe	article-journal	Journal of Political Economy	2003	left_only	Optional
"[{:family=>""Dekel"", :given=>""Eddie""}, {:family=>""Jackson"", :given=>""Matthew""}, {:family=>""Wolinsky"", :given=>""Asher""}]"	Vote Buying: General Elections	article-journal	Journal of Political Economy	2008-04	left_only	Optional
"[{:family=>""Pycia"", :given=>""Marek""}]"	Many-to-One Matching without Substitutability	chapter	Industrial Performance Center (IPC) Working Paper No. 05-008	2005-11	left_only	Optional
"[{:family=>""Yenmez"", :given=>""M.Bumin""}]"	Incentive Compatible Market Design with an Application to Matching with Wages	book		2009-11	left_only	Optional
"[{:family=>""Lee"", :given=>""Soohyung""}]"	Marriage and Online Mate-Search Services: Evidence from South Korea	book		2009-10	left_only	Optional
"[{:given=>""Milgrom""}]"	Getting to Work,” “Vickrey-Clarke-Groves Mechanisms,” and “The Envelope Theorem and Payoff Equivalence	article-journal	chapters		right_only	Required
"[{:family=>""Coase"", :given=>""Ronald""}]"	The Problem of Social Cost	article-journal	Journal of Law and Economics	1960-10	right_only	Optional
"[{:family=>""Fox"", :given=>""Jeremy T.""}, {:family=>""Bajari"", :given=>""Patrick""}]"	Measuring the Efficiency of an FCC Spectrum Auction	book		2009-10	right_only	Optional
"[{:family=>""Sönmez"", :given=>""Tayfun""}]"	Can Pre-Arranged Matches by Avoided in Two-Sided Matching Markets?	article-journal	Journal of Economic Theory	1999-05	right_only	Optional
