author	title	type	collection	year	_merge	category
"[{:family=>""DiNardo"", :given=>""John E.""}, {:family=>""Pischke"", :given=>""Jörn-Steffen""}]"	The Returns to Computer Use Revisited: Have Pencils Changed the Wage Structure Too?	article-journal	Quarterly Journal of Economics	1997-02	both	Required
"[{:family=>""Angrist"", :given=>""Joshua""}, {:family=>""Lavy"", :given=>""Victor""}]"	Using Maimonides Rule to Estimate the Effects of Class Size on Academic Achievement	article-journal	Quarterly Journal of Economics	1999-05	both	Required
"[{:family=>""Angrist"", :given=>""Joshua""}, {:family=>""Bettinger"", :given=>""Eric""}, {:family=>""Bloom"", :given=>""Erik""}, {:family=>""King"", :given=>""Elizabeth""}, {:family=>""Kremer"", :given=>""Michael""}]"	Vouchers for Private Schooling in Colombia: Evidence from a Randomized Natural Experiment	article-journal	American Economic Review	2002-12	both	Required
"[{:family=>""Angrist"", :given=>""Joshua""}, {:family=>""Lang"", :given=>""Daniel""}, {:family=>""Oreopoulos"", :given=>""Philip""}]"	Incentives and Services for College Achievement: Evidence from a Randomized Trial	article-journal	American Economic Journal: Applied Economics	2009-01	both	Required
"[{:family=>""Card"", :given=>""David""}]"	The Causal Effect of Education on Earnings.” Chapter 30 in The Handbook of Labor Economics			1999	both	Required
"[{:family=>""Card"", :given=>""David""}, {:family=>""Krueger"", :given=>""Alan""}]"	Does School Quality Matter? Returns to Education and the Characteristics of Public Schools in the United States	article-journal	Journal of Political Economy	1992-02	both	Required
	School Quality and Black-White Relative Earnings: A Direct Assessment	article-journal	Quarterly Journal of Economics	1992-02	left_only	Required
"[{:family=>""Welch"", :given=>""Finis""}]"	Black-White Differences in Returns to Schooling	article-journal	American Economic Review	1973-12	both	Required
"[{:family=>""Krueger"", :given=>""Alan""}]"	Experimental Estimates of the Education Production Functions	article-journal	Quarterly Journal of Economics	1999-05	both	Required
"[{:family=>""Angrist"", :given=>""Joshua""}, {:family=>""Lavy"", :given=>""Victor""}]"	New Evidence on Classroom Computers and Pupil Learning	article-journal	Economic Journal	2002-10	both	Required
"[{:family=>""Lemieux"", :given=>""Thomas""}]"	The Changing Nature of Wage Inequality	article-journal	Journal of Population Economics	2007-01	both	Required
"[{:family=>""Autor"", :given=>""David""}, {:family=>""Katz"", :given=>""Lawrence""}, {:family=>""Kearney"", :given=>""Melissa""}]"	Trends in U.S. Wage Inequality: Re-Assessing the Revisionists	article-journal	Also available as National Bureau of Economic Research Working Paper	2008-05	both	Required
"[{:family=>""Katz"", :given=>""Lawrence""}, {:family=>""Autor"", :given=>""David""}]"	Changes in the Wage Structure and Earnings Inequality	chapter	Chapter 26 in The Handbook of Labor Economics	1999	both	Required
"[{:family=>""Heckman"", :given=>""James""}, {:family=>""Payner"", :given=>""Brook""}]"	Determining the Impact of Federal Antidiscrimination Policy on the Economic Status of Blacks: A Study of South Carolina	article-journal	American Economic Review	1989	both	Required
"[{:family=>""Acemoglu"", :given=>""Daron""}, {:family=>""Angrist"", :given=>""Joshua""}]"	Consequences of Employment Protection? The Case of the Americans with Disabilities Act	article-journal	Journal of Political Economy	2001-10	both	Required
"[{:family=>""Farber"", :given=>""Henry""}]"	Analysis of Union Behavior.” Chapter 18 in The Handbook of Labor Economics			1986	both	Required
"[{:family=>""Lewis"", :given=>""H.Gregg""}]"	Union Relative Wage Effects: A Survey			1986	both	Required
"[{:family=>""DiNardo"", :given=>""John""}, {:family=>""Lee"", :given=>""David S.""}]"	Economic Impacts of New Unionization on U.S. Private Sector Employers: 1984-2001	article-journal	Quarterly Journal of Economics	2004-11	both	Required
"[{:family=>""Ashenfelter"", :given=>""Orley""}, {:family=>""Johnson"", :given=>""George E.""}]"	Bargaining Theory	article-journal	American Economic Review	1969-03	both	Required
"[{:family=>""Card"", :given=>""David""}, {:family=>""Krueger"", :given=>""Alan""}]"	School Quality and Black-White Relative Earnings: A Direct Assessment	article-journal	Quarterly Journal of Economics	1992-02	right_only	Required
