author	title	type	collection	year	_merge	category
"[{:family=>""Cohen"", :given=>""R.M.""}, {:family=>""Mercer"", :given=>""J.W.""}, {:family=>""Greenwald"", :given=>""R.M.""}, {:family=>""Beljin"", :given=>""M.S.""}]"	Design Guidelines for Conventional Pump-and-Treat Systems	article-journal	EPA Ground Water	1997-09	both	Required
"[{:family=>""EPA"", :given=>""U.S.""}]"	Presumptive Remedies: Site Characterization and Technology Selection for CERCLA Sites With Volatile Organic Compounds In Soils	chapter	Report Number EPA/540/F-93/048. U.S. Environmental Protection Agency	1993-09	both	Required
"[{:family=>""Powell"", :given=>""R.M.""}, {:family=>""Blowes"", :given=>""D.W.""}, {:family=>""Gillham"", :given=>""R.W.""}, {:family=>""Schultz"", :given=>""D.""}, {:family=>""Sivavec"", :given=>""T.""}, {:family=>""Puls"", :given=>""R.W.""}, {:family=>""Vogan"", :given=>""J.L.""}, {:family=>""Powell"", :given=>""P.D.""}, {:family=>""Landis"", :given=>""R.""}]"	Permeable Reactive Barrier Technologies for Contaminant Remediation	article-journal	Report Number EPA/600/R-98/125. Office of Research and Development	1998-09	both	Required
"[{:family=>""Sims"", :given=>""J.L.""}, {:family=>""Suflita"", :given=>""J.M.""}, {:family=>""Russell"", :given=>""H.H.""}]"	In-situ Bioremediation of Contaminated Ground Water. EPA Ground Water Issue	chapter	Report Number EPA/540/S-92/003. R.S. Kerr Environmental Research Laboratory	1992-02	both	Required
"[{:family=>""Pivetz"", :given=>""B.E.""}]"	Phytoremediation of Contaminated Soil and Ground Water at Hazardous Waste Sites	chapter	EPA Ground Water Issue. Report Number EPA/540/S-01/500. R.S. Kerr Environmental Research Laboratory	2001-02	both	Required
"[{:family=>""Pope"", :given=>""D.F.""}, {:family=>""Jones"", :given=>""J.N.""}]"	Monitored Natural Attenuation of Chlorinated Solvents	chapter	U.S. EPA Remedial Technology Fact Sheet. Report Number EPA/600/F-98/022. Office of Research and Development	1999-05	both	Required
"[{:family=>""Pope"", :given=>""D.F.""}, {:family=>""Jones"", :given=>""J.N.""}]"	Monitored Natural Attenuation of Petroleum Hydrocarbons	chapter	U.S. EPA Remedial Technology Fact Sheet. Report Number EPA/600/F-98/021. Office of Research and Development	1999-05	both	Required
"[{:family=>""EPA"", :given=>""U.S.""}]"	Use of Monitored Natural Attenuation at Superfund	chapter	Report Number OSWER Directive 9200.4-17. U.S. Environmental Protection Agency	1997-11	both	Required
"[{:family=>""EPA"", :given=>""U.S.""}]"	Guidance for Evaluating Technical Impractibility of Ground-Water Restoration	chapter	OSWER Directive 9234.2-25. Report Number EPA-540-R-93-080. Office of Solid Waste and Emergency Response	1993-09	both	Required
"[{:family=>""EPA"", :given=>""U.S.""}]"	Risk Assessment Guidance for Superfund (RAGS) Part A	chapter	Report Number EPA/540/1-89/002. Office of Emergency and Remedial Response	1989-12	both	Required
"[{:family=>""EPA"", :given=>""U.S.""}]"	Rules of Thumb for Superfund Remedy Selection	chapter	Report Number EPA/540/R-97/013. U.S. Environmental Protection Agency	1997-08	both	Required
"[{:family=>""EPA"", :given=>""U.S.""}]"	Seminar Publication: Design	report		1994-09	both	Required
"[{:family=>""EPA"", :given=>""U.S.""}]"	Design and Construction of RCRA/CERCLA Final Covers	chapter	Report Number EPA/625/4-91/025. U.S. Environmental Protection Agency	1991-05	both	Required
"[{:family=>""EPA"", :given=>""U.S.""}]"	Seminar Publication: Requirements for Hazardous Waste Landfill Design	report		1989-08	both	Required
"[{:family=>""EPA"", :given=>""U.S.""}]"	Geosynthetic Clay Liners Used in Municipal Solid Waste Landfills	chapter	Report Number EPA-530-F-97-002. Office of Solid Waste and Emergency Response	2001-12	both	Required
"[{:family=>""EPA"", :given=>""U.S.""}]"	Technical Approaches to Characterizing and Cleaning Up Brownfields Sites	chapter	Report Number EPA/625/R-00/009. National Risk Management Research Laboratory	2001-11-06	both	Required
