author	title	type	collection	year	_merge	category
"[{:family=>""Miron"", :given=>""Jeffrey A.""}, {:family=>""Feige"", :given=>""Chris""}]"	The Opium Wars	chapter	Discussion Paper No. 2072	2005-05	both	Required
"[{:family=>""Broadberry"", :given=>""Stephen""}, {:family=>""Gupta"", :given=>""Bishnupriya""}]"	The Early Modern Great Divergence: Wages	article-journal	Economic History Review	2006-02	both	Required
"[{:family=>""Johnson"", :given=>""Simon""}, {:family=>""Temin"", :given=>""Peter""}]"	The Macroeconomics of NEP	article-journal	Economic History Review	1993-11	both	Required
"[{:family=>""Allen"", :given=>""Robert C.""}]"	Farm to Factory: A Reinterpretation of the Soviet Industrial Revolution			2003	both	Required
"[{:family=>""Pamuk"", :given=>""Sevket""}]"	Estimating Economic Growth in the Middle East since 1820	article-journal	Journal of Economic History. (Forthcoming	2006-09	both	Required
"[{:family=>""Feinstein"", :given=>""Charles H.""}]"	An Economic History of South Africa: Conquest			2005	both	Required
"[{:family=>""Toniolo"", :given=>""Gianni""}, {:family=>""Conte"", :given=>""Leandro""}, {:family=>""Vecchi"", :given=>""Giovanni""}]"	Monetary Union	article-journal	Explorations in Economic History	2003-10	both	Required
"[{:family=>""Putnam"", :given=>""Robert D.""}, {:family=>""Leonardi"", :given=>""Robert""}, {:family=>""Nanetti"", :given=>""Raffaella""}]"	Making Democracy Work: Civic Traditions in Modern Italy			1993	both	Required
"[{:family=>""Berger"", :given=>""Helge""}, {:family=>""Spoerer"", :given=>""Mark""}]"	Economic Crises and the European Revolutions of 1848	article-journal	Journal of Economic History	2001-06	both	Required
"[{:family=>""O’Rourke"", :given=>""Kevin H.""}]"	The European Grain Invasion	article-journal	Journal of Economic History	1997-12	both	Required
"[{:family=>""Moser"", :given=>""Petra""}]"	How Do Patent Laws Influence Innovation? Evidence from Nineteenth-Century World’s Fairs	article-journal	American Economic Review	2005-09	both	Required
"[{:family=>""Gerschenkron"", :given=>""Alexander""}]"	Economic Backwardness in Historical Perspective: Essays by Alexander Gerschenkron			1962	both	Required
"[{:family=>""Voth"", :given=>""Hans-Joachim""}]"	Time and Work in Eighteenth-Century London	article-journal	Journal of Economic History	1998-03	both	Required
"[{:family=>""Temin"", :given=>""Peter""}, {:family=>""Voth"", :given=>""Hans-Joachim""}]"	Credit Rationing and Crowding Out during the Industrial Revolution: Evidence from Hoare’s Bank	article-journal	Explorations in Economic History	2005-07	both	Required
"[{:family=>""Ashton"", :given=>""T.S.""}]"	The Industrial Revolution			1948	both	Required
"[{:family=>""Brunt"", :given=>""Liam""}]"	Rediscovering Risk: Country Banks as Venture Capital Firms in the First Industrial Revolution	article-journal	Journal of Economic History	2006-03	both	Required
"[{:family=>""Neal"", :given=>""Larry""}, {:family=>""Quinn"", :given=>""Stephen""}]"	Networks of Information	article-journal	Financial History Review	2001-04	both	Required
"[{:family=>""North"", :given=>""Doughlas C.""}, {:family=>""Weingast"", :given=>""Barry R.""}]"	Constitutions and Commitment: The Evolution of Institutions Governing Public Choice in Seventeenth-Century England	article-journal	Journal of Economic History	1989-12	both	Required
"[{:family=>""Fogel"", :given=>""Robert W.""}, {:family=>""Costa"", :given=>""Dora L.""}]"	A Theory of Technophysio Evolution	article-journal	Demography	1997-02	both	Required
"[{:family=>""Crafts"", :given=>""N.F.R.""}]"	Some Dimensions of the ‘Quality of Life’ during the British Industrial Revolution	article-journal	Economic History Review	1997-11	both	Required
"[{:family=>""Boyer"", :given=>""George""}]"	Malthus Was Right After All: Poor Relief and Birth Rates in Southeastern England	article-journal	Journal of Political Economy	1989-02	both	Required
"[{:family=>""Chiang"", :given=>""Chin Long""}]"	The Life table and its construction	article-journal	Introduction to Stochastic Processes in Biostatistics	1968	both	Required
"[{:family=>""Lee"", :given=>""Ronald""}]"	An Historical Perspective on Economic Aspects of the Population Explosion	chapter	Population and Economic Change in Developing Countries	1980	both	Required
"[{:family=>""Laslett"", :given=>""Peter""}]"	The World We Have Lost: Further Explored			1983	both	Required
"[{:family=>""Acemoglu"", :given=>""Daron""}, {:family=>""Johnson"", :given=>""Simon""}, {:family=>""Robinson"", :given=>""James A.""}]"	The Colonial Origins of Comparative Development: An Empirical Investigation	article-journal	American Economic Review	2001-12	both	Required
"[{:family=>""Diamond"", :given=>""Jared""}]"	Guns			1997	both	Required
"[{:family=>""Greif"", :given=>""Avner""}, {:family=>""Milgrom"", :given=>""Paul""}, {:family=>""Weingast"", :given=>""Barry R.""}]"	Coordination	article-journal	Journal of Political Economy	1994-08	both	Required
"[{:family=>""Allen"", :given=>""Robert C.""}]"	The Great Divergence in European Wages and Prices from the Middle Ages to the First World War	article-journal	Explorations in Economic History	2001-10	both	Required
"[{:family=>""Temin"", :given=>""Peter""}]"	The Economy of the Early Roman Empire	article-journal	Journal of Economic Perspectives	2006	both	Required
"[{:family=>""Bernanke"", :given=>""Ben""}]"	The Macroeconomics of the Great Depression: A Comparative Approach	article-journal	Journal of Money	1995	right_only	Required
"[{:family=>""Census"", :given=>""U.S.Bureau"", :particle=>""of the""}]"	Historical Statistics of the United States	article-journal	Colonial Times to	1970	right_only	Optional
"[{:family=>""Mitchell"", :given=>""B.R.""}]"	British Historical Statistics			1988	right_only	Optional
"[{:family=>""Mitchell"", :given=>""B.R.""}]"	European Historical Statistics			1975	right_only	Optional
	Board of Governors of the Federal Reserve System. Banking and Monetary Statistics	book		1943	right_only	Optional
"[{:family=>""Capie"", :given=>""Forrest""}, {:family=>""Collins"", :given=>""Michael""}]"	The Inter-war British Economy: A Statistical Abstract			1983	right_only	Optional
"[{:family=>""Capie"", :given=>""F.""}, {:family=>""Weber"", :given=>""A.""}, {:given=>""Data""}]"	A Monetary History of the United Kingdom			1985	right_only	Optional
"[{:family=>""Feinstein"", :given=>""C.""}]"	National Income			1972	right_only	Optional
"[{:family=>""Friedman"", :given=>""M.""}, {:family=>""Schwartz"", :given=>""A.""}]"	Monetary Trends in the United States and United Kingdom			1982	right_only	Optional
"[{:family=>""Goldsmith"", :given=>""Raymond W.""}]"	Comparative National Balance Sheets: A Study of Twenty Countries			1985	right_only	Optional
"[{:family=>""Kuznets"", :given=>""S.S.""}]"	Capital in the American Economy: Its Formation and Financing	book		1966	right_only	Optional
"[{:family=>""Society"", :given=>""American Philosophical""}]"	Population Redistribution and Economic Growth	book		1957	right_only	Optional
"[{:family=>""Levy-Leboyer"", :given=>""Maurice et Bourguinon""}, {:given=>""Franois""}]"	L’économie française au XIXe siècle. Analyse macro-économique			1985	right_only	Optional
"[{:family=>""C. Thelot"", :given=>""Marchand O."", :particle=>""et""}]"	Deux Siècles de travail en France			1991	right_only	Optional
"[{:family=>""Matthews"", :given=>""R.C.O.""}, {:family=>""Feinstein"", :given=>""C.H.""}, {:family=>""Odling-Smee"", :given=>""J.C.""}]"	British Economic Growth			1982	right_only	Optional
"[{:family=>""Urquhart"", :given=>""M.C.""}, {:family=>""Buckley"", :given=>""K.A.H.""}]"	The Historical Statistics of Canada	book		1965	right_only	Optional
"[{:family=>""Collver"", :given=>""Clinton""}]"	Industrial Securities	book		1919	right_only	Optional
		paper-conference	Conference on Research in Income and Wealth. Trends in the American Economy in the Nineteenth Century	1960	right_only	Optional
"[{:family=>""Travail"", :given=>""Office"", :particle=>""du""}]"	Ministere du Commèrce				right_only	Optional
