author	title	type	collection	year	_merge	category
"[{:family=>""Golub"", :given=>""Benjamin""}, {:family=>""Jackson"", :given=>""Matthew""}]"	Naïve Learning in Social Networks and the Wisdom of Crowds	article-journal	Microeconomics	2010	both	Optional
"[{:family=>""Surowiecki"", :given=>""James""}]"	The Wisdom of Crowds: Why the Many Are Smarter Than the Few and How Collective Wisdom Sharpens Business	article-journal	Economies	2005	both	Optional
"[{:family=>""Jackson"", :given=>""Matthew""}]"	Social and Economic Networks			2010	both	Optional
"[{:family=>""Barabasi"", :given=>""Albert-Laszlo""}]"	Network Science			2016	both	Optional
		chapter	The Oxford Handbook of the Economics of Networks	2016	both	Optional
"[{:family=>""Osborne"", :given=>""Martin""}]"	Introduction to Game Theory			2003	both	Optional
"[{:family=>""Gibbons"", :given=>""Robert""}]"	Game Theory for Applied Economists			1992	both	Optional
"[{:family=>""Pentland"", :given=>""Alex""}]"	Social Physics: How Social Networks Can Make Us Smarter			2015	both	Optional
"[{:family=>""Christakis"", :given=>""Nicholas""}, {:family=>""Fowler"", :given=>""James""}]"	Connected: The Surprising Power of Our Social Networks and How They Shape Our Lives			2011	both	Optional
"[{:family=>""Watts"", :given=>""Duncan""}]"	Everything Is Obvious: How Common Sense Fails Us			2012	both	Optional
"[{:family=>""Luenberger"", :given=>""David""}]"	Introduction to Dynamic Systems: Theory			1979	both	Optional
"[{:family=>""Bertsekas"", :given=>""Dimitri""}, {:family=>""Tsitsiklis"", :given=>""John""}]"	Introduction to Probability	article-journal	Athena Scientic	2008	both	Optional
"[{:family=>""Newman"", :given=>""Mark""}]"	Networks: An Introduction			2010	both	Required
"[{:family=>""Easley"", :given=>""David""}, {:family=>""Kleinberg"", :given=>""Jon""}]"	Networks			2010	both	Optional
"[{:family=>""Schelling"", :given=>""Thomas""}]"	Micromotives and Macrobehavior			2006	right_only	Optional
"[{:family=>""Surowiecki"", :given=>""James""}]"	The Wisdom of Crowds: Why the Many Are Smarter Than the Few and How Collective Wisdom Sharpens Business	article-journal	Anchor	2005	right_only	Optional
